Unnamed:_0,tags,value,series_id
152,adminLei ,84-05829                                               ,S000010517
174,adminLei ,084-05829                                              ,S000010534
186,adminLei ,084-05829                                              ,S000069481
307,adminLei ,084-05829                                              ,S000069481
368,adminLei ,571474TGEMMWANRLN572                                   ,S000071770
374,adminLei ,549300W78QHV4XMM6K69                                   ,S000057630
380,adminLei ,7H6GLXDRUGQFU57RNE97                                   ,S000057630
409,adminLei ,7H6GLXDRUGQFU57RNE97                                   ,S000054488
409,adminLei ,7H6GLXDRUGQFU57RNE97                                   ,S000060180
409,adminLei ,7H6GLXDRUGQFU57RNE97                                   ,S000063668
409,adminLei ,7H6GLXDRUGQFU57RNE97                                   ,S000074053
415,adminLei ,549300W78QHV4XMM6K69                                   ,S000054488
415,adminLei ,549300W78QHV4XMM6K69                                   ,S000060180
415,adminLei ,549300W78QHV4XMM6K69                                   ,S000063668
415,adminLei ,549300W78QHV4XMM6K69                                   ,S000074053
427,adminLei ,EVQ6EP3QESDF386W4D54                                   ,S000015878
429,adminLei ,549300LT256P1KNTYF28                                   ,S000040658
448,adminLei ,571474TGEMMWANRLN572                                   ,S000068925
448,adminLei ,571474TGEMMWANRLN572                                   ,S000072426
448,adminLei ,571474TGEMMWANRLN572                                   ,S000005488
448,adminLei ,571474TGEMMWANRLN572                                   ,S000005485
448,adminLei ,571474TGEMMWANRLN572                                   ,S000077554
448,adminLei ,571474TGEMMWANRLN572                                   ,S000005489
448,adminLei ,571474TGEMMWANRLN572                                   ,S000034948
448,adminLei ,571474TGEMMWANRLN572                                   ,S000004922
460,adminLei ,549300LT256P1KNTYF28                                   ,S000005448
460,adminLei ,549300LT256P1KNTYF28                                   ,S000005447
504,adminLei ,549300LT256P1KNTYF28                                   ,S000017679
504,adminLei ,549300LT256P1KNTYF28                                   ,S000017677
504,adminLei ,549300LT256P1KNTYF28                                   ,S000054519
526,adminLei ,549300OX9HIV34JOX333                                   ,S000012927
526,adminLei ,549300OX9HIV34JOX333                                   ,S000012929
526,adminLei ,549300OX9HIV34JOX333                                   ,S000012897
526,adminLei ,549300OX9HIV34JOX333                                   ,S000037226
526,adminLei ,549300OX9HIV34JOX333                                   ,S000037227
532,adminLei ,549300YNO08S1SH3I683                                   ,S000012927
532,adminLei ,549300YNO08S1SH3I683                                   ,S000012929
532,adminLei ,549300YNO08S1SH3I683                                   ,S000012897
532,adminLei ,549300YNO08S1SH3I683                                   ,S000037226
532,adminLei ,549300YNO08S1SH3I683                                   ,S000037227
556,adminLei ,7H6GLXDRUGQFU57RNE97                                   ,S000057630
562,adminLei ,549300W78QHV4XMM6K69                                   ,S000057630
590,adminLei ,571474TGEMMWANRLN572                                   ,S000071770
597,adminLei ,571474TGEMMWANRLN572                                   ,S000005485
597,adminLei ,571474TGEMMWANRLN572                                   ,S000077554
597,adminLei ,571474TGEMMWANRLN572                                   ,S000005489
597,adminLei ,571474TGEMMWANRLN572                                   ,S000034948
597,adminLei ,571474TGEMMWANRLN572                                   ,S000004922
597,adminLei ,571474TGEMMWANRLN572                                   ,S000005488
597,adminLei ,571474TGEMMWANRLN572                                   ,S000068925
597,adminLei ,571474TGEMMWANRLN572                                   ,S000072426
613,adminLei ,549300W78QHV4XMM6K69                                   ,S000054488
613,adminLei ,549300W78QHV4XMM6K69                                   ,S000060180
613,adminLei ,549300W78QHV4XMM6K69                                   ,S000063668
613,adminLei ,549300W78QHV4XMM6K69                                   ,S000074053
619,adminLei ,7H6GLXDRUGQFU57RNE97                                   ,S000054488
619,adminLei ,7H6GLXDRUGQFU57RNE97                                   ,S000060180
619,adminLei ,7H6GLXDRUGQFU57RNE97                                   ,S000063668
619,adminLei ,7H6GLXDRUGQFU57RNE97                                   ,S000074053
680,adminLei ,549300LT256P1KNTYF28                                   ,S000006023
680,adminLei ,549300LT256P1KNTYF28                                   ,S000065248
746,adminLei ,549300W78QHV4XMM6K69                                   ,S000057630
752,adminLei ,7H6GLXDRUGQFU57RNE97                                   ,S000057630
766,adminLei ,549300YNO08S1SH3I683                                   ,S000012927
766,adminLei ,549300YNO08S1SH3I683                                   ,S000012929
766,adminLei ,549300YNO08S1SH3I683                                   ,S000012897
766,adminLei ,549300YNO08S1SH3I683                                   ,S000037226
766,adminLei ,549300YNO08S1SH3I683                                   ,S000037227
772,adminLei ,549300OX9HIV34JOX333                                   ,S000012927
772,adminLei ,549300OX9HIV34JOX333                                   ,S000012929
772,adminLei ,549300OX9HIV34JOX333                                   ,S000012897
772,adminLei ,549300OX9HIV34JOX333                                   ,S000037226
